,date,unit,category,price,currency,country,admname,mktname,producto
1487,2012-04-15,KG,cereals and tubers,30.813,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1488,2012-05-15,KG,cereals and tubers,30.542,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1489,2012-06-15,KG,cereals and tubers,30.25,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1490,2012-07-15,KG,cereals and tubers,30.25,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1491,2012-08-15,KG,cereals and tubers,30.7,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1492,2012-09-15,KG,cereals and tubers,32.438,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1493,2012-10-15,KG,cereals and tubers,32.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1494,2012-11-15,KG,cereals and tubers,33.1,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1495,2012-12-15,KG,cereals and tubers,34.084,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1496,2013-01-15,KG,cereals and tubers,37.633,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1497,2013-02-15,KG,cereals and tubers,36.417,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1498,2013-03-15,KG,cereals and tubers,36.23,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1499,2013-04-15,KG,cereals and tubers,35.104,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1500,2013-05-15,KG,cereals and tubers,35.061,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1501,2013-06-15,KG,cereals and tubers,37.15,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1502,2013-07-15,KG,cereals and tubers,38.271,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1503,2013-08-15,KG,cereals and tubers,39.9,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1504,2013-09-15,KG,cereals and tubers,41.333,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1505,2013-10-15,KG,cereals and tubers,41.28,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1506,2013-11-15,KG,cereals and tubers,43.93,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1507,2013-12-15,KG,cereals and tubers,44.82,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1508,2014-01-15,KG,cereals and tubers,44.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1509,2014-02-15,KG,cereals and tubers,43.917,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1510,2014-03-15,KG,cereals and tubers,44.458,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1511,2014-04-15,KG,cereals and tubers,42.733,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1512,2014-05-15,KG,cereals and tubers,38.573,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1513,2014-06-15,KG,cereals and tubers,37.959,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1514,2014-07-15,KG,cereals and tubers,38.483,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1515,2014-08-15,KG,cereals and tubers,41.052,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1516,2014-09-15,KG,cereals and tubers,40.865,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1517,2014-10-15,KG,cereals and tubers,40.283,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1518,2014-11-15,KG,cereals and tubers,40.208,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1519,2014-12-15,KG,cereals and tubers,39.208,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1520,2015-01-15,KG,cereals and tubers,39.23,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1521,2015-02-15,KG,cereals and tubers,39.484,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1522,2015-03-15,KG,cereals and tubers,39.23,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1523,2015-04-15,KG,cereals and tubers,37.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1524,2015-05-15,KG,cereals and tubers,36.958,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1525,2015-06-15,KG,cereals and tubers,36.98,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1526,2015-07-15,KG,cereals and tubers,37.092,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1527,2015-08-15,KG,cereals and tubers,37.583,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1528,2015-09-15,KG,cereals and tubers,37.583,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1529,2015-10-15,KG,cereals and tubers,38.15,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1530,2015-11-15,KG,cereals and tubers,38.834,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1531,2015-12-15,KG,cereals and tubers,38.959,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1532,2016-01-15,KG,cereals and tubers,39.125,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1533,2016-02-15,KG,cereals and tubers,39.094,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1534,2016-03-15,KG,cereals and tubers,38.8,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1535,2016-04-15,KG,cereals and tubers,38.375,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1536,2016-05-15,KG,cereals and tubers,37.313,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1537,2016-06-15,KG,cereals and tubers,36.883,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1538,2016-07-15,KG,cereals and tubers,37.008,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1539,2016-08-15,KG,cereals and tubers,37.01,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1540,2016-09-15,KG,cereals and tubers,37.167,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1541,2016-10-15,KG,cereals and tubers,37.479,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1542,2016-11-15,KG,cereals and tubers,38.25,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1543,2016-12-15,KG,cereals and tubers,38.317,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1544,2017-01-15,KG,cereals and tubers,38.417,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1545,2017-02-15,KG,cereals and tubers,38.417,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1546,2017-03-15,KG,cereals and tubers,38.417,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1547,2017-04-15,KG,cereals and tubers,37.96,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1548,2017-05-15,KG,cereals and tubers,37.209,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1549,2017-06-15,KG,cereals and tubers,36.92,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1550,2017-07-15,KG,cereals and tubers,36.42,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1551,2017-08-15,KG,cereals and tubers,35.92,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1552,2017-09-15,KG,cereals and tubers,36.167,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1553,2017-10-15,KG,cereals and tubers,36.417,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1554,2017-11-15,KG,cereals and tubers,37.934,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1555,2017-12-15,KG,cereals and tubers,38.792,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1556,2018-01-15,KG,cereals and tubers,38.792,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1557,2018-02-15,KG,cereals and tubers,38.83,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1558,2018-03-15,KG,cereals and tubers,38.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1559,2018-04-15,KG,cereals and tubers,37.29,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1560,2018-05-15,KG,cereals and tubers,36.308,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1561,2018-06-15,KG,cereals and tubers,36.9,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1562,2018-07-15,KG,cereals and tubers,38.917,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1563,2018-08-15,KG,cereals and tubers,39.167,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1564,2018-09-15,KG,cereals and tubers,39.17,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1565,2018-10-15,KG,cereals and tubers,39.75,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1566,2018-11-15,KG,cereals and tubers,39.92,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1567,2018-12-15,KG,cereals and tubers,39.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1568,2019-01-15,KG,cereals and tubers,39.11,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1569,2019-02-15,KG,cereals and tubers,39.08,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1570,2019-03-15,KG,cereals and tubers,39.08,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1571,2019-04-15,KG,cereals and tubers,39.08,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1572,2019-05-15,KG,cereals and tubers,40.65,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1573,2019-06-15,KG,cereals and tubers,42.31,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1574,2019-07-15,KG,cereals and tubers,43.83,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1575,2019-08-15,KG,cereals and tubers,42.78,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1576,2019-09-15,KG,cereals and tubers,43.46,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1577,2019-10-15,KG,cereals and tubers,45.72,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Wheat flour
1578,2006-01-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1579,2006-02-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1580,2006-03-15,KG,cereals and tubers,26.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1581,2006-04-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1582,2006-05-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1583,2006-06-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1584,2006-07-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1585,2006-08-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1586,2006-09-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1587,2006-10-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1588,2006-11-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1589,2006-12-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1590,2007-01-15,KG,cereals and tubers,16.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1591,2007-02-15,KG,cereals and tubers,18.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1592,2007-03-15,KG,cereals and tubers,19.8,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1593,2007-04-15,KG,cereals and tubers,19.8,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1594,2007-05-15,KG,cereals and tubers,21.8,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1595,2007-06-15,KG,cereals and tubers,23.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1596,2007-07-15,KG,cereals and tubers,23.2,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1597,2007-08-15,KG,cereals and tubers,23.8,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1598,2007-09-15,KG,cereals and tubers,24.4,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1599,2007-10-15,KG,cereals and tubers,25.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1600,2007-11-15,KG,cereals and tubers,25.8,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1601,2007-12-15,KG,cereals and tubers,26.4,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1602,2008-01-15,KG,cereals and tubers,27.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1603,2008-02-15,KG,cereals and tubers,28.95,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1604,2008-03-15,KG,cereals and tubers,30.9,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1605,2008-04-15,KG,cereals and tubers,50.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1606,2008-05-15,KG,cereals and tubers,54.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1607,2008-06-15,KG,cereals and tubers,55.1,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1608,2008-07-15,KG,cereals and tubers,53.9,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1609,2008-08-15,KG,cereals and tubers,53.8,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1610,2008-09-15,KG,cereals and tubers,50.6,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1611,2008-10-15,KG,cereals and tubers,48.9,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1612,2008-11-15,KG,cereals and tubers,48.8,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1613,2008-12-15,KG,cereals and tubers,48.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1614,2009-01-15,KG,cereals and tubers,47.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1615,2009-02-15,KG,cereals and tubers,46.04,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1616,2009-03-15,KG,cereals and tubers,44.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1617,2009-04-15,KG,cereals and tubers,40.2,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1618,2009-05-15,KG,cereals and tubers,39.83,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1619,2009-06-15,KG,cereals and tubers,39.75,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1620,2009-07-15,KG,cereals and tubers,40.17,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1621,2009-08-15,KG,cereals and tubers,40.9,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1622,2009-09-15,KG,cereals and tubers,39.96,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1623,2009-10-15,KG,cereals and tubers,38.53,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1624,2009-11-15,KG,cereals and tubers,38.67,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1625,2009-12-15,KG,cereals and tubers,41.1,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1626,2010-01-15,KG,cereals and tubers,42.04,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1627,2010-02-15,KG,cereals and tubers,43.96,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1628,2010-03-15,KG,cereals and tubers,44.65,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1629,2010-04-15,KG,cereals and tubers,41.92,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1630,2010-05-15,KG,cereals and tubers,40.89,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1631,2010-06-15,KG,cereals and tubers,40.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1632,2010-07-15,KG,cereals and tubers,40.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1633,2010-08-15,KG,cereals and tubers,41.17,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1634,2010-09-15,KG,cereals and tubers,42.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1635,2010-10-15,KG,cereals and tubers,43.71,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1636,2010-11-15,KG,cereals and tubers,44.34,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1637,2010-12-15,KG,cereals and tubers,44.17,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1638,2011-01-15,KG,cereals and tubers,46.46,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1639,2011-02-15,KG,cereals and tubers,47.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1640,2011-03-15,KG,cereals and tubers,47.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1641,2011-04-15,KG,cereals and tubers,47.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1642,2011-05-15,KG,cereals and tubers,47.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1643,2011-06-15,KG,cereals and tubers,46.3,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1644,2011-07-15,KG,cereals and tubers,46.38,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1645,2011-08-15,KG,cereals and tubers,47.83,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1646,2011-09-15,KG,cereals and tubers,47.83,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1647,2011-10-15,KG,cereals and tubers,49.04,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1648,2011-11-15,KG,cereals and tubers,48.16,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1649,2011-12-15,KG,cereals and tubers,47.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1650,2012-01-15,KG,cereals and tubers,47.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1651,2012-02-15,KG,cereals and tubers,47.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1652,2012-03-15,KG,cereals and tubers,48.8,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1653,2012-04-15,KG,cereals and tubers,49.08,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1654,2012-05-15,KG,cereals and tubers,49.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1655,2012-06-15,KG,cereals and tubers,49.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1656,2012-07-15,KG,cereals and tubers,48.92,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1657,2012-08-15,KG,cereals and tubers,47.93,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1658,2012-09-15,KG,cereals and tubers,48.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1659,2012-10-15,KG,cereals and tubers,48.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1660,2012-11-15,KG,cereals and tubers,48.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1661,2012-12-15,KG,cereals and tubers,48.59,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1662,2013-01-15,KG,cereals and tubers,48.67,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1663,2013-02-15,KG,cereals and tubers,48.67,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1664,2013-03-15,KG,cereals and tubers,48.67,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1665,2013-04-15,KG,cereals and tubers,48.65,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1666,2013-05-15,KG,cereals and tubers,48.56,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1667,2013-06-15,KG,cereals and tubers,48.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1668,2013-07-15,KG,cereals and tubers,48.42,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1669,2013-08-15,KG,cereals and tubers,48.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1670,2013-09-15,KG,cereals and tubers,48.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1671,2013-10-15,KG,cereals and tubers,48.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1672,2013-11-15,KG,cereals and tubers,48.4,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1673,2013-12-15,KG,cereals and tubers,48.42,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1674,2014-01-15,KG,cereals and tubers,48.42,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1675,2014-02-15,KG,cereals and tubers,48.48,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1676,2014-03-15,KG,cereals and tubers,48.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1677,2014-04-15,KG,cereals and tubers,48.44,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1678,2014-05-15,KG,cereals and tubers,48.48,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1679,2014-06-15,KG,cereals and tubers,48.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1680,2014-07-15,KG,cereals and tubers,48.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1681,2014-08-15,KG,cereals and tubers,49.0,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1682,2014-09-15,KG,cereals and tubers,49.17,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1683,2014-10-15,KG,cereals and tubers,49.17,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1684,2014-11-15,KG,cereals and tubers,48.86,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1685,2014-12-15,KG,cereals and tubers,47.08,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1686,2015-01-15,KG,cereals and tubers,42.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1687,2015-02-15,KG,cereals and tubers,43.83,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1688,2015-03-15,KG,cereals and tubers,42.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1689,2015-04-15,KG,cereals and tubers,42.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1690,2015-05-15,KG,cereals and tubers,42.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1691,2015-06-15,KG,cereals and tubers,42.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1692,2015-07-15,KG,cereals and tubers,42.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1693,2015-08-15,KG,cereals and tubers,42.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1694,2015-09-15,KG,cereals and tubers,42.5,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1695,2015-10-15,KG,cereals and tubers,42.33,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1696,2015-11-15,KG,cereals and tubers,41.67,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1697,2015-12-15,KG,cereals and tubers,41.67,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1698,2016-01-15,KG,cereals and tubers,41.55,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1699,2016-02-15,KG,cereals and tubers,41.17,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1700,2016-03-15,KG,cereals and tubers,40.75,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1701,2016-04-15,KG,cereals and tubers,40.75,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1702,2016-05-15,KG,cereals and tubers,40.75,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
1703,2016-06-15,KG,cereals and tubers,40.75,PKR,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rice (coarse)
